source,target,Votes,CF_contribution,ED_purchaseValue,SP_value,AU_value,mentions
0x0056bcfe33f5c6dfa62b6d3d3cf5a957429828bb,0xff2f509668048d4fde4f40fedab3334ce104a39b,,1.0,,,,
0x007f2a96cbdf08bf1a58f1de3599cb67571a40ac,0x32802f989b4348a51dd0e61d23b78be1a0543469,10.0,,,,,
0x008c84421da5527f462886cec43d2717b686a7e4,0xc57c5ae582708e619ec1ba7513480b2e7540935f,,,0.01,,,
0x0090720fed7fed66ed658118b7b3bb0189d3a495,0x0090720fed7fed66ed658118b7b3bb0189d3a495,,,,,,22.0
0x0090720fed7fed66ed658118b7b3bb0189d3a495,0x08cbf077180d45868cc04d8c053ec37025545933,,,,,,1.0
0x0090720fed7fed66ed658118b7b3bb0189d3a495,0x18c6a47aca1c6a237e53ed2fc3a8fb392c97169b,,,,,,1.0
0x0090720fed7fed66ed658118b7b3bb0189d3a495,0x1e8e749b2b578e181ca01962e9448006772b24a2,,,,,,2.0
0x0090720fed7fed66ed658118b7b3bb0189d3a495,0x2a91d4ff6ad3bf749fd4950191c780fb20819425,,,,,,1.0
0x0090720fed7fed66ed658118b7b3bb0189d3a495,0x2b0d29ffa81fa6bf35d31db7c3bc11a5913b45ef,,,,,,7.0
0x0090720fed7fed66ed658118b7b3bb0189d3a495,0x36de990133d36d7e3df9a820aa3ede5a2320de71,,,,,,2.0
0x0090720fed7fed66ed658118b7b3bb0189d3a495,0x40ff52e1848660327f16ed96a307259ec1d757eb,,,,,,1.0
0x0090720fed7fed66ed658118b7b3bb0189d3a495,0x5e12c32914f00ece9853c280770f6805e35153ca,,,,,,1.0
0x0090720fed7fed66ed658118b7b3bb0189d3a495,0x6877be9e00d0bc5886c28419901e8cc98c1c2739,,,,,,3.0
0x0090720fed7fed66ed658118b7b3bb0189d3a495,0x75d4bdbf6593ed463e9625694272a0ff9a6d346f,,,,,,19.0
0x0090720fed7fed66ed658118b7b3bb0189d3a495,0x87885aaeeded51c7e3858a782644f5d89759f245,,,,,,4.0
0x0090720fed7fed66ed658118b7b3bb0189d3a495,0x9bc27a47b4413c51f884ae4e4b9170f3a0d7f742,,,,,,1.0
0x0090720fed7fed66ed658118b7b3bb0189d3a495,0xb0623c91c65621df716ab8afe5f66656b21a9108,,,,,,3.0
0x0090720fed7fed66ed658118b7b3bb0189d3a495,0xb7f296fe3b08da98d224fbb663d3fa25150a8eea,,,,,,1.0
0x0090720fed7fed66ed658118b7b3bb0189d3a495,0xb9f4568566aec3b5adea3a359c77f9a9e58c5263,,,,,,1.0
0x0090720fed7fed66ed658118b7b3bb0189d3a495,0xba0111f5ec1b6f2f092e9730f5f64840f3b42c95,20.0,,,,,
0x0090720fed7fed66ed658118b7b3bb0189d3a495,0xc4f287b062a3d391bb8ff86ace1fe337f0512b23,8.0,,,,,2.0
0x0090720fed7fed66ed658118b7b3bb0189d3a495,0xe11bfcbdd43745d4aa6f4f18e24ad24f4623af04,,,,,,1.0
0x0090720fed7fed66ed658118b7b3bb0189d3a495,0xe16c0e1bf3b75f67e83c9e47b9c0eb8bf1b99ccd,2.0,,,,,
0x0090720fed7fed66ed658118b7b3bb0189d3a495,0xe7e84204b7e180454e5c40d0e04d346214a83f85,,,,,,12.0
0x0090720fed7fed66ed658118b7b3bb0189d3a495,0xe826f1c06d5ae90e4c098459d1b7464a8dc604ca,,,,,,1.0
0x0090720fed7fed66ed658118b7b3bb0189d3a495,0xf296178d553c8ec21a2fbd2c5dda8ca9ac905a00,,,,,,4.0
0x0094cfba72efcafe4d45c257a713414b9502a348,0xff2f509668048d4fde4f40fedab3334ce104a39b,,6.01,,,,
0x00c62fb0ed991c19edffedf58136f42d188c3cf2,0xff2f509668048d4fde4f40fedab3334ce104a39b,,0.02,,,,
0x00de4b13153673bcae2616b67bf822500d325fc3,0x016c8780e5ccb32e5caa342a926794ce64d9c364,,,,,,2.0
0x00de4b13153673bcae2616b67bf822500d325fc3,0x04dcf5f5991f575aac67f2068a1392385a3080cb,,,,,,11.0
0x00de4b13153673bcae2616b67bf822500d325fc3,0x0812eeaa3510e3b1d17bf441dcbf6b355acb8889,,,,,,1.0
0x00de4b13153673bcae2616b67bf822500d325fc3,0x0cacc6104d8cd9d7b2850b4f35c65c1ecdeece03,,,,,,1.0
0x00de4b13153673bcae2616b67bf822500d325fc3,0x0d89421d6eec0a4385f95f410732186a2ab45077,,,,,,1.0
0x00de4b13153673bcae2616b67bf822500d325fc3,0x0f1c01d98ae190ad2739a6075b21c2343d8b412e,,,,,,3.0
0x00de4b13153673bcae2616b67bf822500d325fc3,0x0ff4bcaf4d736edb8eba11dd66a4921e9f8b8b50,,,,,,4.0
0x00de4b13153673bcae2616b67bf822500d325fc3,0x1319f045e5b70627fe8fe0aa4aa14dacf337f666,,,,,,1.0
0x00de4b13153673bcae2616b67bf822500d325fc3,0x137cd7fd10217f9b43ac3cd883bca112babf5883,,,,,,1.0
0x00de4b13153673bcae2616b67bf822500d325fc3,0x18138214e48aa957b995c9b97aa266c22fdd9bce,,,,,,2.0
0x00de4b13153673bcae2616b67bf822500d325fc3,0x199819f4de70e3da056dc131724358255a7cb337,,,,,,1.0
0x00de4b13153673bcae2616b67bf822500d325fc3,0x1c0aa8ccd568d90d61659f060d1bfb1e6f855a20,,,,,,1.0
0x00de4b13153673bcae2616b67bf822500d325fc3,0x1c277bd41a276f87d3e92bccd50c7364aa2ffc69,,,,,,12.0
0x00de4b13153673bcae2616b67bf822500d325fc3,0x202d0b551f0e137efb419e70e1776b6d578bdbf3,,,,,,12.0
0x00de4b13153673bcae2616b67bf822500d325fc3,0x224e69025a2f705c8f31efb6694398f8fd09ac5c,,,,,,1.0
0x00de4b13153673bcae2616b67bf822500d325fc3,0x29403ec0a4c563ee477b1cdee51d5db9022212fb,,,,,,1.0
0x00de4b13153673bcae2616b67bf822500d325fc3,0x2ae8c972fb2e6c00dded8986e2dc672ed190da06,,,,,,1.0
0x00de4b13153673bcae2616b67bf822500d325fc3,0x2b0d29ffa81fa6bf35d31db7c3bc11a5913b45ef,,,,,,3.0
0x00de4b13153673bcae2616b67bf822500d325fc3,0x31b4c292b4639a32a0aca72b0451499b464c58cb,,,,,,2.0
0x00de4b13153673bcae2616b67bf822500d325fc3,0x345122f6513329d169cff39ace8978edc3942b5d,,,,,,1.0
0x00de4b13153673bcae2616b67bf822500d325fc3,0x399e0ae23663f27181ebb4e66ec504b3aab25541,,,,,,13.0
0x00de4b13153673bcae2616b67bf822500d325fc3,0x3b3525f60eeea4a1ef554df5425912c2a532875d,,,,,,16.0
0x00de4b13153673bcae2616b67bf822500d325fc3,0x3d9456ad6463a77bd77123cb4836e463030bfab4,,,,,,15.0
0x00de4b13153673bcae2616b67bf822500d325fc3,0x45af1d1d2857e3c2e6a4769a33b9792aeafa87b5,,,,,,1.0
0x00de4b13153673bcae2616b67bf822500d325fc3,0x48a63097e1ac123b1f5a8bbffafa4afa8192fab0,,,,,,9.0
0x00de4b13153673bcae2616b67bf822500d325fc3,0x48dbb9b7b562acf3c38e53deaff4686e24c3d85d,,,,,,2.0
0x00de4b13153673bcae2616b67bf822500d325fc3,0x4b8ee1eef0bd930c2277a60c839834b142b373d2,,,,,,1.0
0x00de4b13153673bcae2616b67bf822500d325fc3,0x51976f2c831640098b12b678be637af21a3cab06,,,,,,3.0
0x00de4b13153673bcae2616b67bf822500d325fc3,0x54cc0802aa8bab73b21b897f96b37aff16239eea,,,,,,3.0
0x00de4b13153673bcae2616b67bf822500d325fc3,0x55e2780588aa5000f464f700d2676fd0a22ee160,,,,,,3.0
0x00de4b13153673bcae2616b67bf822500d325fc3,0x567f0164e988e5428e082994aee631acfd3eebf0,,,,,,1.0
0x00de4b13153673bcae2616b67bf822500d325fc3,0x5ba02f4ff6af1d9d2af8774d10fd32eb57d4e2e6,,,,,,3.0
0x00de4b13153673bcae2616b67bf822500d325fc3,0x5e349eca2dc61abcd9dd99ce94d04136151a09ee,,,,,,3.0
0x00de4b13153673bcae2616b67bf822500d325fc3,0x6375885ce997543cc7e057fe9af3e255d52fb4f4,,,,,,4.0
0x00de4b13153673bcae2616b67bf822500d325fc3,0x648aa14e4424e0825a5ce739c8c68610e143fb79,,,,,,6.0
0x00de4b13153673bcae2616b67bf822500d325fc3,0x6768050b4971f2fea3f22cdb68e6cd0055b216b0,,,,,,1.0
0x00de4b13153673bcae2616b67bf822500d325fc3,0x68f9d801c96ac6ccf562f3600cef77c4504449b6,,,,,,1.0
0x00de4b13153673bcae2616b67bf822500d325fc3,0x6c70e5fc4e4926cd836a6f8b0645aa1a077fa605,,,,,,2.0
0x00de4b13153673bcae2616b67bf822500d325fc3,0x6d0305c0d5b5754c3c20c84fb471157f4d2b5971,,,,,,3.0
0x00de4b13153673bcae2616b67bf822500d325fc3,0x730fac4c4ff284434ef81072341100bb02c2fa49,,,,,,6.0
0x00de4b13153673bcae2616b67bf822500d325fc3,0x75cac0ceb8a39ddb4942a83ad2aafaf0c2a3e13f,,,,,,1.0
0x00de4b13153673bcae2616b67bf822500d325fc3,0x75d4bdbf6593ed463e9625694272a0ff9a6d346f,,,,,,5.0
0x00de4b13153673bcae2616b67bf822500d325fc3,0x76b7de079c28008093ceb305336c7a527b192d53,,,,,,1.0
0x00de4b13153673bcae2616b67bf822500d325fc3,0x777b0884f97fd361c55e472530272be61ceb87c8,,,,,,1.0
0x00de4b13153673bcae2616b67bf822500d325fc3,0x7dbf85de9ee45327c243bf74f1e85309cab12441,,,,,,2.0
0x00de4b13153673bcae2616b67bf822500d325fc3,0x8289432acd5eb0214b1c2526a5edb480aa06a9ab,,,,,,1.0
0x00de4b13153673bcae2616b67bf822500d325fc3,0x865c2f85c9fea1c6ac7f53de07554d68cb92ed88,,,,,,4.0
0x00de4b13153673bcae2616b67bf822500d325fc3,0x87885aaeeded51c7e3858a782644f5d89759f245,,,,,,9.0
0x00de4b13153673bcae2616b67bf822500d325fc3,0x88d01d4354da0d65c38b0196c4400525a5eebe17,,,,,,1.0
0x00de4b13153673bcae2616b67bf822500d325fc3,0x8daf30dea39fb89c5e039065b7d1973863b38352,,,,,,1.0
0x00de4b13153673bcae2616b67bf822500d325fc3,0x8fde485f762ebeffd5dfdbb244038b9c5f883d60,,,,,,2.0
0x00de4b13153673bcae2616b67bf822500d325fc3,0x91628ddc3a6ff9b48a2f34fc315d243eb07a9501,,,,,,1.0
0x00de4b13153673bcae2616b67bf822500d325fc3,0x930a7cd60a633128b7c5181307781e6d033ba51a,,,,,,1.0
0x00de4b13153673bcae2616b67bf822500d325fc3,0x956d5740b3477f0b46dae26753b07ecbd8055908,,,,,,2.0
0x00de4b13153673bcae2616b67bf822500d325fc3,0x9688948203067cb54d6e8c26ce2e22de2769ae87,,,,,,1.0
0x00de4b13153673bcae2616b67bf822500d325fc3,0x9be426c8a28ee7ca935b5c27a4bc2395640c9378,,,,,,1.0
0x00de4b13153673bcae2616b67bf822500d325fc3,0x9c159121ceebf937e9bad98fd0c895d7f6038bd4,,,,,,1.0
0x00de4b13153673bcae2616b67bf822500d325fc3,0x9f2942ff27e40445d3cb2aad90f84c3a03574f26,,,,,,2.0
0x00de4b13153673bcae2616b67bf822500d325fc3,0xa5bdc4aa63275ca599316285048a900efe032c86,,,,,,1.0
0x00de4b13153673bcae2616b67bf822500d325fc3,0xb0623c91c65621df716ab8afe5f66656b21a9108,,,,,,1.0
0x00de4b13153673bcae2616b67bf822500d325fc3,0xc2013c235cf746a8164747e25254c7b538864e10,,,,,,12.0
0x00de4b13153673bcae2616b67bf822500d325fc3,0xc4798b79d22630cee83b4ecb0fd98cd5ff0fbb62,,,,,,1.0
0x00de4b13153673bcae2616b67bf822500d325fc3,0xc7e6bbf6dbe78b40640385e73dc1958f4428fb3e,,,,,,1.0
0x00de4b13153673bcae2616b67bf822500d325fc3,0xcb42ac441fcade3935243ea118701f39aa004486,,,,,,1.0
0x00de4b13153673bcae2616b67bf822500d325fc3,0xd80548ca1058eea322dcdc740a0f322846aa25ec,,,,,,7.0
0x00de4b13153673bcae2616b67bf822500d325fc3,0xe7925d190aea9279400cd9a005e33ceb9389cc2b,,,,,,2.0
0x00de4b13153673bcae2616b67bf822500d325fc3,0xea23c259b637f72d80697d4a4d1302df9f64530b,,,,,,1.0
0x00de4b13153673bcae2616b67bf822500d325fc3,0xf0cad7c8b383f79a879eb6df644e336234ebdac8,,,,,,1.0
0x00de4b13153673bcae2616b67bf822500d325fc3,0xf3b1b6e83be4d55695f1d30ac3d307d9d5ca98ff,,,,,,1.0
0x00de4b13153673bcae2616b67bf822500d325fc3,0xf4c7e772f24c10e3ce60ce549059a021f60c911e,,,,,,1.0
0x00de4b13153673bcae2616b67bf822500d325fc3,0xf7ef27bc87d1ad0cb43bee888194ea3e1008941a,,,,,,1.0
0x00de4b13153673bcae2616b67bf822500d325fc3,0xf83775c95a00612d4cac5053dd484ffa81bae0ad,,,,,,2.0
0x00eac8989b2dd513d61ad1faa277da3ad1f5bd2c,0xc57c5ae582708e619ec1ba7513480b2e7540935f,,,0.11,,,
0x00ef62c8a5faa61264bb35eaf522eabfdbd9a762,0x0b8fa0e33997038a05d78cce8e1bdfe8cfcecdef,10.0,,,,,5.0
0x00ef62c8a5faa61264bb35eaf522eabfdbd9a762,0x5e27a2447b4f19064f0014d3de3bb0777f7b84c9,,,,,,1.0
0x00ef62c8a5faa61264bb35eaf522eabfdbd9a762,0xb7c1ad49afb0ff0f50e8c57abc605cce3bf2cfed,,,,,,1.0
0x00ef62c8a5faa61264bb35eaf522eabfdbd9a762,0xfbf2c698b651b8745f871a92cb3e232701d5fd29,,,,,,1.0
0x00ff6b7d26407a46af2b631b4fa452a036d027e5,0xff2f509668048d4fde4f40fedab3334ce104a39b,,0.01,,,,
0x0115f5ce3f986a35b1edb6f2c3815cebb2461e70,0x00de4b13153673bcae2616b67bf822500d325fc3,40.0,,,,,
0x0115f5ce3f986a35b1edb6f2c3815cebb2461e70,0x0115f5ce3f986a35b1edb6f2c3815cebb2461e70,,,,,,3.0
0x0115f5ce3f986a35b1edb6f2c3815cebb2461e70,0x03e9206f2a1234fefad2c0b07a86b1e0f5cb8d0d,10.0,,,,,
0x0115f5ce3f986a35b1edb6f2c3815cebb2461e70,0x0aa54d162a5c7e4ca8378fa66e3d63db3ce88e8a,10.0,,,,,
0x0115f5ce3f986a35b1edb6f2c3815cebb2461e70,0x15a3d0fb90bb6358f165b2915273a086453bfa77,10.0,,,,,
0x0115f5ce3f986a35b1edb6f2c3815cebb2461e70,0x15f44e08d75277915fe09d90490511e75df9b70a,10.0,,,,,
0x0115f5ce3f986a35b1edb6f2c3815cebb2461e70,0x1c0aa8ccd568d90d61659f060d1bfb1e6f855a20,,,,,,1.0
0x0115f5ce3f986a35b1edb6f2c3815cebb2461e70,0x1e341aa44c293d95d13d778492d417d1be4e63d5,30.0,,,,,
0x0115f5ce3f986a35b1edb6f2c3815cebb2461e70,0x29403ec0a4c563ee477b1cdee51d5db9022212fb,10.0,,,,,
0x0115f5ce3f986a35b1edb6f2c3815cebb2461e70,0x2f8f8fbf095345577b901d88efa8ba4ec3fe8e39,20.0,,,,,
0x0115f5ce3f986a35b1edb6f2c3815cebb2461e70,0x3360a4e0eb33161da911b85f7c343e02ea41bbbd,40.0,,,,,
0x0115f5ce3f986a35b1edb6f2c3815cebb2461e70,0x376275c4f9e4fffd8a89a90852f253f8e3373f67,10.0,,,,,
0x0115f5ce3f986a35b1edb6f2c3815cebb2461e70,0x3839acf1ee7699d1f46b1be840d8ad8317fdf757,20.0,,,,,
0x0115f5ce3f986a35b1edb6f2c3815cebb2461e70,0x39a45e576ddc0540d17b1c1ce2f6dc1656ed100c,40.0,,,,,
0x0115f5ce3f986a35b1edb6f2c3815cebb2461e70,0x4d6eb9e5407c28b4df764465ef38d38e929aeca1,10.0,,,,,
0x0115f5ce3f986a35b1edb6f2c3815cebb2461e70,0x51976f2c831640098b12b678be637af21a3cab06,,,,,,2.0
0x0115f5ce3f986a35b1edb6f2c3815cebb2461e70,0x53411aaa44d60c5d9e066b713cf9cbee19078472,20.0,,,,,
0x0115f5ce3f986a35b1edb6f2c3815cebb2461e70,0x54cc0802aa8bab73b21b897f96b37aff16239eea,,,,,,1.0
0x0115f5ce3f986a35b1edb6f2c3815cebb2461e70,0x59abbee2f246946dba01fb037be603cc0b2b3909,30.0,,,,,
0x0115f5ce3f986a35b1edb6f2c3815cebb2461e70,0x6877be9e00d0bc5886c28419901e8cc98c1c2739,10.0,,,,,
0x0115f5ce3f986a35b1edb6f2c3815cebb2461e70,0x6997060d6ba220d8a0b102e0003fe12796b874bd,,,,,,1.0
0x0115f5ce3f986a35b1edb6f2c3815cebb2461e70,0x751077dfd4942aa28985baa850f4c648d241c863,40.0,,,,,
0x0115f5ce3f986a35b1edb6f2c3815cebb2461e70,0x847dbdef6b03aac8be266598928ca0d994aaa400,30.0,,,,,
0x0115f5ce3f986a35b1edb6f2c3815cebb2461e70,0x865c2f85c9fea1c6ac7f53de07554d68cb92ed88,110.0,,,,,1.0
0x0115f5ce3f986a35b1edb6f2c3815cebb2461e70,0x8d138c01765483cb79d787ce5933f609cbfdabcf,,,,,,2.0
0x0115f5ce3f986a35b1edb6f2c3815cebb2461e70,0x9f2942ff27e40445d3cb2aad90f84c3a03574f26,10.0,,,,,
0x0115f5ce3f986a35b1edb6f2c3815cebb2461e70,0xa4142a998eed156228b2f925a43fcea25f363cc5,50.0,,,,,
0x0115f5ce3f986a35b1edb6f2c3815cebb2461e70,0xa62e8d6d73b44b127efb8a094d050e7982ef8210,20.0,,,,,
0x0115f5ce3f986a35b1edb6f2c3815cebb2461e70,0xabaf40768e575beb3244df2853a0505cb2d2e4bb,10.0,,,,,
0x0115f5ce3f986a35b1edb6f2c3815cebb2461e70,0xad8717e33c719a9b407ad6b40d0be237845c2fbf,20.0,,,,,
0x0115f5ce3f986a35b1edb6f2c3815cebb2461e70,0xc236541380fc0c2c05c2f2c6c52a21ed57c37952,200.0,,,,,1.0
0x0115f5ce3f986a35b1edb6f2c3815cebb2461e70,0xe3309dd02f1f7254b8cbe478ac7b5519802e151c,50.0,,,,,
0x0115f5ce3f986a35b1edb6f2c3815cebb2461e70,0xeb54d707252ee9e26e6a4073680bf71154ce7ab5,,,,,,4.0
0x0115f5ce3f986a35b1edb6f2c3815cebb2461e70,0xf296178d553c8ec21a2fbd2c5dda8ca9ac905a00,20.0,,,,,
0x0115f5ce3f986a35b1edb6f2c3815cebb2461e70,0xfc4852b5e3af65058cdfe1d1dce26946c0c1975f,30.0,,,,,
0x011a991df27fb53637b7319d3a43e91b5da5b4e8,0x972fbe58d550f17ed723bc4bceb60163d45e46c1,,0.02,,,,
0x01228d70a0980d85a103d9a753707104757f69bc,0x612e8126b11f7d2596be800278ecf2515c85aa5b,,0.2,,,,
0x012e168acb9fdc90a4ed9fd6ca2834d9bf5b579e,0xc57c5ae582708e619ec1ba7513480b2e7540935f,,,0.5,,,
0x013487daca45d3c6872c612415c3ab546f04eb32,0x0f1c01d98ae190ad2739a6075b21c2343d8b412e,10.0,,,,,1.0
0x01503dc708ce3c55017194847a07acb679d49f47,0x0251a655c2193b1d1435019dc833cfd8b2adff71,,,,,,2.0
0x01503dc708ce3c55017194847a07acb679d49f47,0x0d610b788a324d3372641a9b7f1ee9f42e83f73c,,,,,,2.0
0x01503dc708ce3c55017194847a07acb679d49f47,0x25cbcfa16e43e58517f80d583087ea89241293e6,10.0,,,,,2.0
0x01503dc708ce3c55017194847a07acb679d49f47,0x60e799c5371f64271dbf6b2e5e04b1925df91e72,50.0,,,,,
0x01503dc708ce3c55017194847a07acb679d49f47,0x6b6ada1452e22bbd5764efa67a105cc20ae875d2,40.0,,,,,
0x01503dc708ce3c55017194847a07acb679d49f47,0xa34fbc6bb017cd320833d74547fc639ecf39c12b,30.0,,,,,
0x01503dc708ce3c55017194847a07acb679d49f47,0xabaf40768e575beb3244df2853a0505cb2d2e4bb,,,,,,1.0
0x01503dc708ce3c55017194847a07acb679d49f47,0xb683a2056526162c4771d363204af41ea8c1ec52,,,,,,2.0
0x01503dc708ce3c55017194847a07acb679d49f47,0xc7a0d765c3af6e2710ba05a56c5e2ca190c2e11e,,,,,,1.0
0x01503dc708ce3c55017194847a07acb679d49f47,0xf35880094dc18df096891e4ccb51212d00311b86,20.0,,,,,1.0
0x0150b0ec3c7b72879fbfdbdd79c18a8368b194e0,0x2ae5f36c77a736f76d61f3eec06f12caf2963fd6,,,,,,1.0
0x0150b0ec3c7b72879fbfdbdd79c18a8368b194e0,0x2f9b473d4b9f95a5e55f205be1a003b27d24df76,,,,,3.33333,
0x0150b0ec3c7b72879fbfdbdd79c18a8368b194e0,0x39c96a99eb32db691cf59282042b3a1a531bea0f,,,,,,1.0
0x0150b0ec3c7b72879fbfdbdd79c18a8368b194e0,0x464fea246f3affc66992505202d649923722912a,,,,,,3.0
0x0150b0ec3c7b72879fbfdbdd79c18a8368b194e0,0x68f9d801c96ac6ccf562f3600cef77c4504449b6,,,,,,1.0
0x0150b0ec3c7b72879fbfdbdd79c18a8368b194e0,0x78ab747d6675ab1dfee31d0bfb6862124565aefc,,,,,,1.0
0x0150b0ec3c7b72879fbfdbdd79c18a8368b194e0,0x90c19fea1ef7beba9274217431f148094795b074,,,,,,1.0
0x0150b0ec3c7b72879fbfdbdd79c18a8368b194e0,0x93730ce5ac9de1db9f3fbb73bf522a690629ccec,,,,,,6.0
0x0150b0ec3c7b72879fbfdbdd79c18a8368b194e0,0xa62e8d6d73b44b127efb8a094d050e7982ef8210,,,,,,1.0
0x0150b0ec3c7b72879fbfdbdd79c18a8368b194e0,0xa83444576f86c8b59a542ec2f286a19ab12c2666,,,,,,3.0
0x0150b0ec3c7b72879fbfdbdd79c18a8368b194e0,0xaaa1d204d78de81a6eff5264928a6b49ee748050,,,,,,1.0
0x0150b0ec3c7b72879fbfdbdd79c18a8368b194e0,0xaf557ddc4b62b338097de5bc433e3049557021a1,,,,,,1.0
0x0150b0ec3c7b72879fbfdbdd79c18a8368b194e0,0xc7a0d765c3af6e2710ba05a56c5e2ca190c2e11e,,,,,,2.0
0x0150b0ec3c7b72879fbfdbdd79c18a8368b194e0,0xc7a14f97ca063ad5aac3adc837d09e9f13ba63fa,,,,,,1.0
0x0150b0ec3c7b72879fbfdbdd79c18a8368b194e0,0xd42bd96b117dd6bd63280620ea981bf967a7ad2b,,,,,,1.0
0x0150b0ec3c7b72879fbfdbdd79c18a8368b194e0,0xe7bd51dc30d4bdc9fddd42ea7c0a283590c9d416,,,,,,4.0
0x0150b0ec3c7b72879fbfdbdd79c18a8368b194e0,0xeb95ff72eab9e8d8fdb545fe15587accf410b42e,,,,,,29.0
0x0150b0ec3c7b72879fbfdbdd79c18a8368b194e0,0xf1708bccf4ce044699ea2ecafc2ff0c5139bdbc3,,,,,,1.0
0x0150b0ec3c7b72879fbfdbdd79c18a8368b194e0,0xfa1bc1d562d3e36f2e611db5445f135b051b6272,,,,,,1.0
0x0150b0ec3c7b72879fbfdbdd79c18a8368b194e0,0xfa3a28bc7beedf3e196b0efb8804313c285b33dc,,,,,,8.0
0x0150b0ec3c7b72879fbfdbdd79c18a8368b194e0,0xfea1f357b453c9cd89b893b07baa6abfe8536ca2,,,,,,1.0
0x0154d25120ed20a516fe43991702e7463c5a6f6e,0xc57c5ae582708e619ec1ba7513480b2e7540935f,,,0.060000000000000005,,,
0x0154d25120ed20a516fe43991702e7463c5a6f6e,0xff2f509668048d4fde4f40fedab3334ce104a39b,,1.0,,,,
0x016c8780e5ccb32e5caa342a926794ce64d9c364,0x00de4b13153673bcae2616b67bf822500d325fc3,,,,,,24.0
0x016c8780e5ccb32e5caa342a926794ce64d9c364,0x018d005aa336d7138f4829bf3d0edb9fb462a9d8,,,,,,1.0
0x016c8780e5ccb32e5caa342a926794ce64d9c364,0x17cd072cbd45031efc21da538c783e0ed3b25dcc,,,,,,1.0
0x016c8780e5ccb32e5caa342a926794ce64d9c364,0x29403ec0a4c563ee477b1cdee51d5db9022212fb,1010.0,,,,,
0x016c8780e5ccb32e5caa342a926794ce64d9c364,0x2bd5d2e3d5852ad9960638083cb7c9f493e7a597,,,0.005,,,
0x016c8780e5ccb32e5caa342a926794ce64d9c364,0x2e998ea60f0c6e3aad71b4f56847e1b5e4658786,500.0,,,,,
